10  8   8   8
0 0 0 0 0 0 0 0 0 0 
0 3ee26f9b 3ea87513 3eb152f9 3e6b30c9 3f0d869f 3e720e33 3ef6d156 3f2aa5b4 0 
0 3f0945ec 3e5e1e2d 3e92be7d 3f49c7ca 3f39432b 3f6bbce7 3e5e0162 3effd298 0 
0 3e058029 3f79d4c3 3eee9045 3f79eff9 3e527191 3e100cff 3eb94a11 3f602975 0 
0 3f62826a 3f214e72 3d413f0d 3f0b6eae 3f74699f 3ec8365f 3f542908 3f3e244a 0 
0 3f2fbb16 3f3caa81 3e80bf86 3f461ee8 3f79e85e 3f483956 3eff4997 3f4ac191 0 
0 3f4ad2d0 3f731964 3f578174 3f169139 3f43c01a 3ebc9496 3f5a183c 3f60bdb4 0 
0 3f5246fe 3e5c6d49 3eac1928 3f1aab5b 3ec4ecb3 3f4a8173 3ed36923 3eb30827 0 
0 3e8e74da 3f7c5e70 3e8deebb 3e2cf364 3f3315e2 3e578558 3e0be79d 3f54e0a0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 3e9fa4ab 3f02f6ed 3f785ab4 3f10daea 3f29db16 3eacb1bf 3f71b398 3e19853d 0 
0 3f35f49d 3e47e656 3eaa8029 3ec95677 3f6ac91b 3f2b88a1 3f62caf9 3ebaf737 0 
0 3e9b70ad 3e59462e 3db68875 3ca13fb8 3d97f8c6 3f0a1647 3e7d6995 3ebe6402 0 
0 3dc8946c 3f7c2f5d 3f7135d3 3e8d0f75 3f644db1 3e6c9a0e 3f7c47d9 3f751d70 0 
0 3f338128 3ecbaae3 3ec33f1b 3e2a2ff9 3f79f36c 3f2f4e31 3e85399f 3f0d75d6 0 
0 3f2ae11b 3f34b5a3 3f604e8f 3ee91672 3f202f63 3e2a1532 3e80b32a 3f1023ed 0 
0 3f076bb1 3dbf45aa 3e1d9a48 3d64daee 3e88702e 3ef7ec40 3eae0bfa 3f7479b9 0 
0 3f7b1edf 3f37777f 3f0c5744 3f1fc46d 3f027a41 3f5a83e0 3f19ff79 3cc847c2 0 
0 0 0 0 0 0 0 0 0 0 

3f4e81bd 3db807ea 3f1d1226 
3f2eff87 3f5df212 3ee19f7d 
3c9ad6ec 3f510562 3ed2a50e 

3df959d0 3f0867da 3f5546fb 
3f03da58 3dfad1f0 3f567cc3 
3f26dd91 3d9a6e37 3f1b589d 

3dd712f6 3f192ae8 3f30b91e 
3f1e18b7 3ebf362f 3f36b3c9 
3d6b6e58 3e9aa19f 3f26bfdd 

3f28a17a 3df9fcdb 3f00319f 
3f0c6145 3f594f4f 3e9033de 
3f056e7c 3e27c996 3f3573ce 

3f7b010e 3ebae947 3e37d83b 
3e1b99de 3f59f6df 3f0f0871 
3ec7fe01 3c749aa7 3e4979f0 

3f695314 3f536142 3f2a3c01 
3f09ea68 3d94348e 3df5a3a7 
3f38b8d1 3f04c10b 3f1e54f1 

3f73f42d 3f632fcc 3e502ccd 
3f66c9b6 3f3c51e6 3f1e8c60 
3f1d3f07 3cb9a5bb 3eb8ea89 

3e609c0c 3f2d2d9c 3cfc7e5f 
3f3044dd 3f2d30c7 3f79f00c 
3f5596ee 3f5c0e9a 3ee9e1b4 

3ee73c35 3dd7329b 3e9af1ec 
3f4e8049 3ec00cab 3d84a3da 
3f3f3f98 3f4e3b27 3eb4b6e6 

3f509b87 3dc68ba1 3f644db0 
3f242bab 3f0b905e 3d268953 
3c2e1602 3ee2d04c 3ebc865b 

3f8719d4 3f85cdff 3f982a06 3fd0277c 3fdccfe0 3fd333d2 3fa2fa31 3fa8e5b9 
3f9aac01 3fae804f 3fc1195d 3ffd03ff 400deb09 4003a754 3fe3c5f9 3f6bfc08 

3f53e7b5 3f9e28ea 3f441853 3f30eb78 3f910c78 3fca6c15 3fc57676 3f6d824b 
3f4d0227 3fe2afc8 3fc7ca3f 4005363e 40078a9f 4015a17e 4019f00b 3fce2e8b 
3fd97faf 401ac86b 3fdffdef 400b8e4f 3fe03f2f 3ffd788c 3fb86c84 3f62c635 
3fa09d8b 401d7436 4020f16f 4012e9c6 3ff265e7 4000a412 3fded835 3f942c4f 
3ff279a5 4011845c 402a20ba 3fcb42ba 40087f0d 3fb591dc 3fb43b1a 3f647718 
3fc02f6f 40201b89 400e44a5 401f0812 3ffff204 3ff88429 400e5efe 3fc46b9c 
3f96fc95 4018abb8 3f9e8619 4007b45d 401b25df 40081a54 4023e260 3f9099ab 
3ec763a7 3fb8ddcc 3f8db32a 3f9b4463 3fcb349c 3f9ad190 3fac8766 3f521d75 

3f24d155 3f97cbb9 3f3307b7 3f798a6a 3f91ad7c 3fe8da6b 3fb1c756 3f46e747 
3f334ce1 40045672 3f76a698 40054f33 400b7655 40200c09 3ffd5505 3fb46fcd 
3f953d01 4008f8da 401a710f 3fd762a8 3ffd3913 3fd200de 3fc65d95 3f3b3c81 
3fa2017e 4013ef3a 40084548 40186c9c 3fe3c223 3fe9f352 3f97d7e0 3f93484b 
3fa96f8a 4032d906 400f8f4f 3fb6d4a6 4010a7c6 3f971159 3fe9e6ce 3ea15e87 
3f5dae6f 40374f0f 3ff21818 40042f69 40166d3a 3fe65c9a 3ff942c7 3fab0add 
3f079e52 401ef4d4 3fd8c129 3fdcd5d9 401caa8c 3fdfb1a4 4028ea71 3f5bd999 
3ed2a9b7 3fabfbe0 3f8b9f3d 3fa411d5 3fde1612 3fab50d6 3f9fde5c 3f20339d 

3fc2eb77 3feb029c 3f9bad18 3f90f327 3ffbbda1 403c84bb 4027d544 3fa9e218 
3fab860c 40236939 4007089b 4026fc41 4034cfb9 4047a52f 40402baf 3fecd41b 
4009bfdf 4030f822 403162af 4040db08 4016cfcf 400fa8cc 3fe3c3f6 3f8787e5 
401791be 405d1a53 4044dfb3 4039b469 4011cc88 401ebc6a 3fec411a 3f913545 
401c4f55 404f85a6 405ff020 40013e18 402f1696 400a727e 401625a7 3f9e5066 
4001b189 403e3f58 403fac54 403f1d3e 402ac05e 402827b3 402dcf16 3ff9254e 
3fdf80cd 402aa47a 4005477e 403ee2ac 4048a49f 40344a37 4051bfd4 3fbca187 
3f65169a 3fd3151b 3f9ab0c1 3fd1c218 400b269c 3ff7496b 3fea88ef 3f8340e9 

3f529324 3f93f594 3f19c7f8 3f18cf39 3fbddeec 3fe0f033 3fa95628 3f15c712 
3f953b0f 3fbb1540 3fa68919 3fd823fa 4005d25f 401b018f 3ff5d289 3f57afa8 
3fd2b0a6 40080cd9 3fc9b0cf 3ff50bfb 3fcdcf34 3fe7452a 3f961b51 3eec3a71 
3fd3dce1 3ff0b46a 40263611 3fd9501c 3fc38ea0 3fb39dec 3fae09e1 3f2081a8 
400eed89 400483cb 40021d23 3fbbdc40 3fcca466 3fcac42b 3f84da10 3f254e55 
3fc0b037 4010191c 3ffad4fe 3fe36579 3fe89bc2 3fdd74e8 4001db42 3f61b313 
3fa2cdf7 3fe086cd 3fd7687e 3fd39399 40053225 4002164b 3ff8b5f2 3f680647 
3f48e049 3f48fc96 3fbd8900 3f9dbc4f 3fbdfcae 3fac0908 3fa0c5ed 3f088ae7 

3f928246 3f6d0451 3f9a9ce1 3ff8a588 400204f9 3fa9a28f 3f5ac9b1 3f47aedc 
3faa5741 3fc951bf 3ffad758 4028b70c 40353192 401aa1a5 4000fc87 3fc2c929 
3f8a4862 3fa03774 3fb573aa 400e8074 402889ae 402f5c18 401d45e6 40009150 
3f67ac6f 3f979c8f 3f6793bf 3fedd90d 4004ea90 4009c3f1 3fffd400 40008f29 
3fa12815 3fedffe8 3fefda59 40152f05 403c389e 40216923 40040bba 3fe67d81 
3fdaeb4e 400ca8e4 4030aa9e 4018fd17 4020c8d2 4020a382 3fec4570 3ffa5373 
400c2689 4023786b 403ab270 4040ddb3 403ab6cd 4026e591 3fe7a2bf 3fe9b0ab 
3fc9d468 3ff40712 3feaaea2 4007eff2 40004f66 3fc0a8d1 3f9e2f3a 3fae08a7 

3f55e1f9 3f6e4dcb 3f8fc661 3fcfeae6 3fe5dc4c 3fa280c0 3f34cd34 3ef5b1a3 
3f90e61d 3f91fa2a 3fa1694c 4000555c 40131d0d 3fee11e9 3fd2d4a9 3f9b7eb8 
3f7beb87 3f40e0e0 3fa0f3e6 3ffa10b5 4005eddc 4004eaf3 3fefa73c 3fc6c7bf 
3f56bb0d 3f621000 3f71a48c 3fa41398 3fc71990 3fc83a35 3fe92864 3fbed6a6 
3faf1f1c 3fc859ed 3facf424 3ff5463c 401fe651 400448a4 3fb0bbe9 3fc2f209 
3f9af04c 3ffd5cad 4004ac2f 4001b400 3ff839ba 3fd7059f 3fcaf100 3fc36373 
3fcf92cc 3ffa2a41 4011a44a 400ea87f 400ec00e 40019dff 3fbbf075 3fc0f73a 
3f99864d 3f9ba090 3faea0ef 3fc4269e 3faabd4e 3fa4455f 3f34746c 3f886b8b 

3f8c3eec 3f88dbd8 3fad47ea 4004c7b0 40130d04 3ffce0ad 3fc9e3b7 3f85f7e1 
3f5f55df 3fd8973e 3ffc176a 40140b0c 400898df 400f6e84 4002491e 3fc9fdd6 
3f8f8b10 3fe49720 3fde7ec6 403ab945 4070832f 405227e6 40303371 3fe043a9 
3f564477 3fb86555 3f8be722 3fec3cc4 3fdaddf5 400a55f8 4005b9d8 4007ec63 
3faf4fda 40216ac7 4031ff8b 404211b1 406b047e 403eba90 40373c72 3fbac12c 
3ff46f64 400cfb50 40418ef6 401e9813 402acfc9 401ee59e 3ff5e648 3fda1299 
400e7556 403b169f 4031e72e 40546789 4042f673 402038de 4018af30 3fd891c0 
3f76527b 3fed4d9d 3fb64189 3fe4d427 3fde0792 3f6f7c0a 3fa852f9 3f2ee40e 

3f76c8a2 3fc1c74a 3fccd5e8 40194608 40274f3c 400f731a 3fdd3a70 3f820418 
3f9fb5e2 3fee0089 3fde1085 4033f8e9 4038f9d8 4025a04e 4009a347 3ff02eeb 
3fa09152 3fde815a 40026bb1 40433d16 407bc1a9 406a11a4 4053fb8c 3ff75199 
3f8694c4 3fa7c0b8 3fd69e85 3fe618c2 4003a814 400b38c9 4025760f 4018901c 
3fe84698 40325fa8 4022f9cf 4058b3bf 40832c55 4061d84b 403be1e9 3fe55f1e 
3fcf131a 4042aa57 403fc522 4046b3b8 4041017e 40183024 4023585c 3ff2a5c9 
40045b2a 4059e691 404a3f04 4062d14c 4053edcb 40451d0d 402ae51d 3ff0b3c8 
3fa4907d 3fe3dc25 3fdae625 400548da 3fe59d2f 3fbe14e4 3f9630c5 3f8493ec 

3f270433 3f837025 3fc3789d 3fee9fa0 3fac1834 3f51ee93 3f4ace9e 3e8d1ea6 
3f8bddae 3fe74e7d 40078415 40351d4c 401dff27 4008fe06 3fcdc54d 3f235b24 
3f4fae96 3fb407db 3ffdfb8e 401c518e 40311c4f 401f179c 402558a0 3f64cac5 
3f79de05 3f4667f1 3fc1e93d 3fe2b155 3fe49a91 3fecfe26 400ae8c5 3f8c3aa4 
3fc9f3d9 3fd185c1 3ffca700 402a02fe 4039d43f 3ff6763c 4018cd90 3f49e2b2 
3fd8eee3 401e0a75 4013aa0f 400db4e4 401bf8d6 3fc73034 401213c7 3f7bad1f 
3fe49f6a 403f350c 402c02ff 403b3ccb 4033dca1 3fe0ba73 401f1919 3f5bd5a6 
3fa76945 3ffbf020 3fef6bc1 4003925b 3fea9985 3f80be97 3fd6d5c7 3f4ed179 

400d9167 400f300d 400a48ff 402d7b88 40672501 4072c4a5 402e9675 3fcced06 
4032b39d 406fadc8 4058135a 4095b5fd 40b13442 40aff3e0 40961e81 40416d95 
402e26f0 407231e9 4080040c 4094274d 409aa89d 409d04ed 408ca938 403a7108 
404031e5 406ff5c5 4065681c 409554cc 407d8c96 4082b2f8 40589b65 4043718e 
406d15ab 409f1447 40981249 4082867f 40a69164 408e980d 407c61c3 401c47e3 
40641d70 40a052c6 40ac4492 409725e6 409fc269 4099997e 40858359 40681839 
406bf60c 409ec7f8 40a5a4a2 40ac3a98 40adfea9 409fcccc 40950241 40457615 
40324035 405143b1 4055e400 408338f9 40871d37 4063fbbc 4040fa99 40120355 

3fd4e4d7 400aa7e8 3ff1d28a 40143051 403b7462 4036766a 400fee88 3fb42d8e 
3ff76730 403a54f9 403499c5 4082c5cd 408d53d6 40865539 4081ad30 4034d6a1 
402bbab9 404b00a3 404078ea 40844b55 40760d74 4081d39c 405409e0 401c156d 
4005fd89 4055f836 405d5a92 4064f392 405cbfbc 4064c12c 4064004c 4029817b 
4050cc61 4075b152 40804d66 4060447b 409432af 405f1192 40327b81 401a96cb 
402d8fde 408f64f0 4089786a 40905e09 407c15df 4067c4e4 4073d77e 4043e787 
403347b1 408ae06c 4060e757 408b2e6e 4094f2f7 4084dc29 4080ed4d 4028c873 
3fcb5f37 402a3f2e 401e2a0d 402fb580 403af8f5 401f8b77 400360ce 3ff17a45 

3fdea796 401053c9 400365e3 40432a4b 405be3c2 4072dd8c 403dd586 3fe96b85 
3fc95160 4070a211 403bb55b 408cad1f 408a079a 4097bd47 408079d0 403f36d1 
40126408 407b446a 4084d839 4093354c 40b78fdc 409d942a 4089b11e 401ef0f5 
400691dd 407021e4 404e38d9 4087457f 405f500c 407f4fa0 4051a5c7 40519089 
402c5fb2 40aa21e6 40a0c76d 408ebe02 40bdd622 4085219e 409617ec 3fe318cd 
4031a34e 40a2252f 409d4d81 409163be 40a09e82 408909f6 40779487 40428ebb 
40305cea 40ad05b9 408f23e1 40a1693b 40afd07f 408808d8 40a0ccd0 40233f46 
3fafd3ab 404ca4be 4020f063 404472fe 405e0ed2 4011876d 402418aa 3fa78bd5 

401f27e4 405664f3 40344180 4061bf9b 40929706 40a5fbea 408b393e 4015f318 
40259df7 408d34bf 407610dd 40ad7a95 40b6e4c8 40b6a2bf 40a4e77b 406e8183 
405a0888 40901c68 4099e730 40c20c0f 40c948bc 40bcdd38 40a2eec3 403f6cbf 
405adc20 40987d57 4098177b 40966065 408aba4e 4094fa99 408dcb4e 40612abf 
40883951 40c0f2a7 40c174f8 40acf8eb 40dab7a0 40b62565 40a903c8 4041d7c2 
40693b16 40c074d7 40bfb8bb 40c2e87b 40b5e0ee 40a02bec 40a893b9 4075e58b 
40741b91 40c24586 40a7c341 40d0d9fc 40ce4935 40bcb3a2 40be5278 4056aaa7 
400b8de5 405b78a0 403acb73 406e29e6 407df533 405aaf28 40405cda 4003ea6a 

3fbccbac 400bb2dd 40082e4d 401d839f 4034fb90 4024f3be 40075ebc 3f5c5665 
40108c5f 405131de 405ac8a1 409097a5 4091e8c3 4091ffca 4061cbeb 3fbd8566 
401d43f9 406210c6 4063d62e 408b6bc6 408c01f4 40895d18 40706649 3fad73ff 
402865f2 4029f431 40839558 405e00b8 40541498 40504e09 4061edb5 3fdc7b78 
4073e776 406d46ac 40803852 4083f88f 40901339 40609d34 405b3a98 3fb79884 
404ccf8d 409711c9 40888a47 407f67a1 4088235b 4052528e 4089f785 3feeb019 
4043b6b1 4097bc39 408bdb9f 4092834c 409c8763 40727384 408dba09 3fe1edf7 
4005ecb5 40303735 40567a60 40527082 40544b1a 401663cf 403bcdda 3fabae30 

